M,K,Sorted Greedy,Random Search, Random Search with History 
5,10,1.00058599473,1.01084090243,1.00498095517
10,10,1.00205098154,1.01084090243,1.01377087606
15,10,1.00644594199,1.02402578377,1.04600058599
20,10,1.0079109288,1.04307061236,1.06065045415
25,10,1.01084090243,1.04014063873,1.02549077058
30,10,1.01084090243,1.0372106651,1.04600058599
