M,K,Sorted Greedy,Random Search, Random Search with History 
10,5,1.00548983065,1.01941698404,1.00736366583
10,10,1.00432501418,1.01227615266,1.00680657969
10,15,1.00381857224,1.01592253464,1.02134146341
10,20,1.00057734381,1.02346851957,1.01531480431
10,25,1.00103314156,1.02640588283,1.02291143343
10,30,1.00209666964,1.0205818005,1.00569240742
