M,K,Sorted Greedy,Random Search, Random Search with History 
10,5,5.33152570856,5.29277057816,5.25011149533
10,10,5.32983227224,5.26892027276,5.21368322399
10,15,5.33010373913,5.2939016902,5.23195553114
10,20,5.33003910416,5.2685712439,5.22925378923
10,25,5.33014898362,5.22542093527,5.24179297418
10,30,5.32603173577,5.3157677019,5.26739488737
