M,K,Sorted Greedy,Random Search, Random Search with History 
5,10,1.00017219026,1.00538854226,1.00855380439
10,10,1.00432501418,1.01784701402,1.00650271453
15,10,1.00906024633,1.02584879669,1.04795498744
20,10,1.01156713394,1.03304027226,1.02909002512
25,10,1.01680880804,1.0422575156,1.04909448181
30,10,1.02053115631,1.0448403695,1.05881816709
