M,K,Sorted Greedy,Random Search, Random Search with History 
10,5,1.08875113242,1.06834213821,1.0813204263
10,10,1.08539204609,1.08691890351,1.07226107226
10,15,1.07373703444,1.08814038945,1.06136948932
10,20,1.07088690058,1.07139585306,1.08203295976
10,25,1.07190480553,1.0813204263,1.04650807708
10,30,1.02060239615,1.04187660956,1.06513573762
